
潮州电台,#genre#
潮州公共,http://vod-zjst-time.sobeylive.com/czbtv2019/czggpd.m3u8
潮州综合,http://vod-zjst-time.sobeylive.com/czbtv2019/czzhpd.m3u8

央视频道,#genre#
四川卫视,http://124.128.73.58:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8
四川卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000004000006119/index.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=no
深圳卫视,http://210.22.75.86:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://220.249.114.102:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://110.177.146.171:888/rtp/239.1.1.39:8039
深圳卫视,http://42.92.117.243:8888/rtp/239.255.30.135:8231
深圳卫视,http://60.164.128.167:8029/rtp/239.255.30.135:8231
深圳卫视,http://39.98.201.151:9090/udp/225.1.8.145:9244
深圳卫视,http://111.61.236.247:9081/hls/38/index.m3u8
深圳卫视,http://59.173.243.210:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://36.35.16.98:9901/tsfile/live/0001_22.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://119.163.228.205:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.138.128.226:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://220.249.114.102:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://110.177.146.171:888/rtp/239.1.1.70:8070
三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://39.98.201.151:9090/udp/225.1.8.78:4120
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://210.22.75.86:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://220.249.114.102:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://110.177.146.171:888/rtp/239.1.1.46:8046
天津卫视,http://42.92.117.243:8888/rtp/239.255.30.67:8231
天津卫视,http://60.164.128.167:8029/rtp/239.255.30.67:8231
天津卫视,http://123.138.22.30:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://119.163.228.205:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://116.117.105.198:8096/tsfile/live/0135_1.m3u8
天津卫视,http://121.24.98.232:8090/hls/33/index.m3u8
天津卫视,http://110.177.146.171:888/udp/239.1.1.46:8046
天津卫视,http://119.163.57.184:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8
西藏卫视,http://220.249.114.102:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://110.177.146.171:888/rtp/239.1.1.57:8057
西藏卫视,http://39.98.201.151:9090/udp/225.1.8.160:8164
西藏卫视,http://110.177.146.171:888/udp/239.1.1.57:8057
西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://58.220.219.14:9901/tsfile/live/0120_5.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://123.138.22.30:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8
西藏卫视,http://58.216.229.130:9901/tsfile/live/0120_5.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://220.249.114.102:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://110.177.146.171:888/rtp/239.1.1.59:8059
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://123.138.22.30:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://119.163.228.205:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://119.163.57.184:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://36.35.16.98:9901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://58.216.229.130:9901/tsfile/live/0120_6.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://210.22.75.86:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://220.249.114.102:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.177.146.171:888/rtp/239.1.1.54:8054
云南卫视,http://42.92.117.243:8888/rtp/239.255.29.2:8231
云南卫视,http://60.164.128.167:8029/rtp/239.255.29.2:8231
云南卫视,http://171.8.138.74:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://119.163.228.205:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.177.146.171:888/udp/239.1.1.54:8054
云南卫视,http://116.117.105.198:8096/tsfile/live/0119_1.m3u8
云南卫视,http://36.35.16.98:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://119.163.57.184:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://61.157.139.15:9901/tsfile/live/2401_1.m3u8?key=txiptv&playlive=1&authid=0
电影频道,#genre#
CHC动作电影,http://117.114.153.18:8180/TV00000000000000000093@HHZT
CHC动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
CHC动作电影,http://58.48.5.186:1111/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://117.114.153.18:8180/TV00000000000000000092@HHZT
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC影迷电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8
CHC影迷电影,http://117.114.153.18:8180/TV00000000000000000094@HHZT
黑莓电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019624
东方影视,http://222.70.23.103:6666/udp/239.45.3.237:5140
周星驰,http://204bae1.123nat.com:35455/yy/1354889048
周星驰,http://204bae1.123nat.com:35455/yy/1354658049
周星驰,http://204bae1.123nat.com:35455/yy/38670875
周星驰,http://diyp.zxxoo.work/douyu/122402
周星驰,http://204bae1.123nat.com:35455/yy/29945997
李连杰,http://204bae1.123nat.com:35455/yy/74613175
李连杰,http://cfss.cc/cdn/hy/11342390.m3u8
洪金宝,http://204bae1.123nat.com:35455/yy/1382851602
洪金宝,http://204bae1.123nat.com:35455/yy/1354924839
梁家辉,http://cfss.cc/cdn/hy/11342429.m3u8
梁家辉,http://diyp.zxxoo.work/huya/11342429
许冠英,http://diyp.zxxoo.work/huya/11601972
刘德华,http://204bae1.123nat.com:35455/yy/1382745111
刘德华,http://204bae1.123nat.com:35455/yy/1354888726
成龙,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf
成龙,http://zby.xjqxz.top/cldy/live.m3u8
成龙,http://cfss.cc/cdn/hy/11342386.m3u8
成龙,http://204bae1.123nat.com:35455/yy/34460526
王晶,http://diyp.zxxoo.work/huya/11602058
王晶,http://cfss.cc/cdn/hy/11602058.m3u8
沈腾,http://cfss.cc/cdn/hy/11601968.m3u8
黄渤,http://cfss.cc/cdn/hy/11352876.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
山西影视,http://110.177.146.171:888/udp/239.1.1.4:8004
广州影视,http://r.jdshipin.com/sFw4S
广州影视,http://r.jdshipin.com/TcKr2
湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://www.furymax.top:85/udp/239.69.1.204:10866
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
甘肃文化影视,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8
四川影视文艺,http://wouu.net:9977/udp/239.93.0.166:5140
万合出品,http://159.75.85.63:35455/douyu/9220456
林正英电影,http://cfss.cc/cdn/hy/11342421.flv
峨眉电影,http://wouu.net:9977/udp/239.93.0.252:5140
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
封神榜,http://cfss.cc/cdn/hy/23749096.flv
西游记1,http://cfss.cc/cdn/hy/23728660.flv
西游记2,http://cfss.cc/cdn/hy/23735126.flv
天龙八部,http://cfss.cc/cdn/hy/23903123.flv
鹿鼎记,http://cfss.cc/cdn/hy/23865080.flv
鹿鼎记,https://lunbo.freetv.top/yy/1354658049
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
神雕侠侣,http://cfss.cc/cdn/hy/11352964.flv
射雕英雄传,http://cfss.cc/cdn/hy/23824164.flv
倚天屠龙记,http://cfss.cc/cdn/hy/11342403.flv
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
笑傲江湖,http://cfss.cc/cdn/hy/26355790.flv
黄渤电影,http://cfss.cc/cdn/hy/11352876.flv
强森电影,http://cfss.cc/cdn/hy/21059581.flv
新三国,http://cfss.cc/cdn/hy/11352944.flv
新水浒传,http://cfss.cc/cdn/hy/11342384.flv
神探狄仁杰第三部,http://cfss.cc/cdn/hy/11342425.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
士兵突击,http://cfss.cc/cdn/hy/11342430.flv
康熙王朝,http://cfss.cc/cdn/hy/11352940.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/hy/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/hy/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/hy/11352898.flv
星际穿越,https://api.heimuer.app/play/f9b471ddd1ee425bb3c64a24f82561be.m3u8
变形金刚,http://159.75.85.63:35455/yy/1382736803
变形金刚,http://204bae1.123nat.com:35455/yy/1382736803
变形金刚,https://lunbo.freetv.top/yy/1382736803
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
九品芝麻官,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_bF_Bcc38a845b4b4994898062a76d3958bdc.mp4
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
家庭影院,http://219.159.194.108:8181/tsfile/live/1018_1.m3u8
家庭影院,http://222.218.158.86:8181/tsfile/live/1018_1.m3u8
家庭影院,http://211.158.153.199:8004/udp/225.0.4.171:7980
经典电影,http://wouu.net:9977/udp/239.93.0.57:9024
经典电影,http://202.103.213.10:8888/udp/239.81.0.84:4056
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://113.57.20.158:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://121.24.98.154:8090/hls/103/index.m3u8
哈利波特全集,http://159.75.85.63:35455/yy/1382745105
哈利波特全集,http://cfss.cc/cdn/yy/1382745105.m3u8
哈利波特全集,http://mitv.ts138.top/yy/1382745105
科幻大片,http://204bae1.123nat.com:35455/yy/1382736815
科幻大片,http://204bae1.123nat.com:35455/yy/1382851586
科幻大片,http://204bae1.123nat.com:35455/yy/1382736851
科幻大片,http://204bae1.123nat.com:35455/yy/1382745181
科幻大片,http://204bae1.123nat.com:35455/yy/1382736836
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
龙门飞甲,https://cdn2.yzzy-tv-cdn.com/20220331/4883_7f84c204/index.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
寒战1,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
陈情令,http://cfss.cc/cdn/hy/29465862.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
阴阳师,https://svip.high22-playback.com/20240731/5755_91995ca9/index.m3u8
哥斯拉大战金刚2帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
绝地战警生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8
异形寄生起源,https://api.heimuer.app/play/3e9be3a5080c46449dbc355c9cb8baec.m3u8
狄仁杰之天宫蜃楼,https://v9.tlkqc.com/wjv9/202408/06/p7712pXCuV81/video/index.m3u8
鬼舞村诅咒起源,https://v12.tlkqc.com/wjv12/202408/04/UJGTrrEASp84/video/index.m3u8
魔戒首部曲魔戒现身,https://vip.ffzy-play7.com/20230411/22167_a385d245/2000k/hls/mixed.m3u8
魔戒首部曲魔戒现身,https://api.heimuer.app/play/d10849d4be514bfeb5de7b6ff8bdfb5a.m3u8
魔戒二部曲双城奇谋,https://api.heimuer.app/play/4c017a32d1a7478696e4b78d95774ccc.m3u8
魔戒二部曲双城奇谋,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8
魔戒三部曲王者再临,https://api.heimuer.app/play/bd885bde48d742068df66e382a8db7a7.m3u8
漫威剧情原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨原,http://159.75.85.63:35455/douyu/8814650
欧美大片原,http://159.75.85.63:35455/douyu/2793084
贝爷max原,http://159.75.85.63:35455/douyu/4332
贝爷影厅原,http://159.75.85.63:35455/douyu/252802
鱼宝恐怖原,http://159.75.85.63:35455/douyu/1165374
喜剧电影原,http://159.75.85.63:35455/douyu/9292492
冰冰经典原,http://159.75.85.63:35455/douyu/74374
星爷影院原,http://159.75.85.63:35455/douyu/508118
瑶瑶恐怖原,http://159.75.85.63:35455/douyu/2935323
怡宝影院原,http://159.75.85.63:35455/douyu/434971
小黛兮影原,http://159.75.85.63:35455/douyu/11553944
萌小鬼片原,http://159.75.85.63:35455/douyu/3928
神乐影剧原,http://159.75.85.63:35455/douyu/122402
可乐影院原,http://159.75.85.63:35455/douyu/20415
小宇60帧原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚原,http://159.75.85.63:35455/douyu/96577
电影剧场原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分原,http://159.75.85.63:35455/douyu/8770422
无间道3终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/index.m3u8
电影赛车,http://cfss.cc/cdn/hy/11279247.flv
电影死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影推荐,http://cfss.cc/cdn/hy/11602041.flv
电影蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影变形金刚,http://cfss.cc/cdn/hy/21059596.flv
林正英,http://204bae1.123nat.com:35455/yy/1351505899
林正英,http://204bae1.123nat.com:35455/yy/1353685311
林正英,http://204bae1.123nat.com:35455/yy/30668277
巨石强森,http://diyp.zxxoo.work/huya/21059581
杰森斯坦森,http://diyp.zxxoo.work/huya/21059588
杰森斯坦森,http://cfss.cc/cdn/hy/21059588.m3u8
电影周星星,http://cfss.cc/cdn/hy/11336587.flv
电影成龙,http://cfss.cc/cdn/hy/11342386.flv
电影洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影救援,http://cfss.cc/cdn/hy/21059594.flv
电影玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影武侠,http://cfss.cc/cdn/hy/11342427.flv
电影黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影战争片,http://cfss.cc/cdn/hy/21059574.flv
电影搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影枪战,http://cfss.cc/cdn/hy/21059579.flv
电影热血,http://cfss.cc/cdn/hy/11352934.flv
电影经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影谍战,http://cfss.cc/cdn/hy/21059585.flv
电影谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影贺岁,http://cfss.cc/cdn/hy/11601971.flv
24H国漫热播,https://lunbo.freetv.top/yy/1353937086
海绵宝宝,http://diyp.zxxoo.work/huya/11352919
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
黑龙江哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
广东影视,http://www.zzlag.top:9087/tsfile/live/1040_1.m3u8?key=txiptv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
雪豹,http://cfss.cc/cdn/hy/29580970.flv
直播熊猫,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
哈利波特死神的圣物,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8
哈利波特消失的密室,https://v1.fentvoss.com/sdv1/202308/19/7pizD2d5YN2/video/index.m3u8
哈利波特混血王子的背叛,https://v1.fentvoss.com/sdv1/202308/19/jZ4qXuUYMH2/video/index.m3u8
哈利波特火杯的考验,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8
凌儿影院原,http://159.75.85.63:35455/douyu/1377142
变种人片原,http://159.75.85.63:35455/douyu/9651304
女神电影原,http://159.75.85.63:35455/douyu/747764
花卷陪看原,http://159.75.85.63:35455/douyu/52787
无间道2,https://alimov2.a.kwimgs.com/upic/2021/02/09/10/BMjAyMTAyMDkxMDQ0NThfNDAzMDAxOTlfNDM4NTkyODc0MjhfMF8z_b_Bce206fcc2f84121a4d887259d7c5100b.mp4
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
笑傲江湖,http://cfss.cc/cdn/hy/26355790.flv
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8
天龙八部,http://cfss.cc/cdn/hy/23903123.flv
鹿鼎记,http://cfss.cc/cdn/hy/23865080.flv
仙剑奇侠传,http://cfss.cc/cdn/yy/1382749903.flv
新白娘子传奇,http://159.75.85.63:35455/yy/1354930969
封神榜,http://cfss.cc/cdn/hy/23749096.flv
射雕英雄传,http://cfss.cc/cdn/hy/23824164.flv
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8
CHC家庭影院,http://cg14.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?t=D360byGt%2BpZL3Wo1xiFxAw%3D%3D&u=HNTV01YU00021202&p=8&cid=100000190&pid=&l=1&d=48555E45F7FC&ip=192.168.197.125&n=CHCJTYY_8000&errorcode=0&sid=dc0dvd1mPBtLnOcG8ia8jA%3D%3D&r=20231212111401&e=20231212151401&nc=XOLY5A6gm03W&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422697120&srchost=172.16.22.158:8060&gid=DHldhfgdMMpjpVp6NSOZqw%3D%3D
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8
CHC动作电影,http://kxrj.site:998/123/mg.php?id=chcdz
CHC动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
CHC动作电影,http://58.48.5.186:1111/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://p.ytelc.com/169l/0/aikan.php?id=chcdz
CHC高清电影,http://220.249.114.102:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
淘电影,http://39.98.201.151:9090/udp/225.1.8.38:8002
黑莓电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019624
经典电影,http://121.24.98.154:8090/hls/103/index.m3u8
经典电影,http://121.24.98.232:8090/hls/103/index.m3u8
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://kxrj.site:998/123/mg.php?id=jdxgdy
经典电影,http://61.163.181.78:9901/tsfile/live/1059_1.m3u8
经典电影,http://113.57.20.158:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://222.218.158.86:8181/tsfile/live/1008_1.m3u8
剧集地下交通站,http://159.75.85.63:35455/huya/11342433#http://cfss.cc/cdn/hy/11342433.flv
剧集士兵突击,http://159.75.85.63:35455/huya/11342430#http://cfss.cc/cdn/hy/11342430.flv
剧集家有儿女,http://159.75.85.63:35455/huya/11352872#http://cfss.cc/cdn/hy/11352872.flv
剧集庆余年,http://159.75.85.63:35455/huya/11352960#http://cfss.cc/cdn/hy/11352960.flv
剧集新三国,http://159.75.85.63:35455/huya/11352944#http://cfss.cc/cdn/hy/11352944.flv
剧集新水浒,http://159.75.85.63:35455/huya/11342384#http://cfss.cc/cdn/hy/11342384.flv
剧集武林外传,http://159.75.85.63:35455/huya/21059598#http://cfss.cc/cdn/hy/21059598.flv
剧集爱情公寓,http://159.75.85.63:35455/huya/11336726#http://cfss.cc/cdn/hy/11336726.flv
剧集纪晓岚,http://159.75.85.63:35455/huya/11342396#http://cfss.cc/cdn/hy/11342396.flv
剧集老三国,http://159.75.85.63:35455/huya/11602081#http://cfss.cc/cdn/hy/11602081.flv
剧集邻里一家亲,http://159.75.85.63:35455/huya/11342426#http://cfss.cc/cdn/hy/11342426.flv
剧集雍正王朝,http://159.75.85.63:35455/huya/11342439#http://cfss.cc/cdn/hy/11342439.flv
天龙八部,http://cfss.cc/api/yy/1351814644.m3u8#https://live.metshop.top/yy/1351814644
射雕英雄传,http://cfss.cc/api/yy/1354210357.m3u8
斗鱼电视剧16,http://159.75.85.63:35455/douyu/3928r9#http://epg.112114.xyz/douyu/3928r9
斗鱼电视剧24,http://159.75.85.63:35455/douyu/7292330#http://epg.112114.xyz/douyu/7292330
湖南电视剧,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn03.m3u8
神雕侠侣,http://cfss.cc/api/yy/1351762426.m3u8#https://live.metshop.top/yy/1351762426
虎牙-TVB西游记,http://159.75.85.63:35455/huya/23735126#http://mmitv.top/pltv/huya.php?id=23735126#https://epg.112114.xyz/huya/23735126#http://cfss.cc/cdn/hy/23735126.flv
虎牙-三国演义,http://159.75.85.63:35455/huya/11602081#http://mmitv.top/pltv/huya.php?id=11602081#https://epg.112114.xyz/huya/11602081#http://cfss.cc/cdn/hy/11602081.flv
虎牙-倚天屠龙记,http://159.75.85.63:35455/huya/11342403#http://mmitv.top/pltv/huya.php?id=11342403#https://epg.112114.xyz/huya/11342403#http://cfss.cc/cdn/hy/11342403.flv
虎牙-医馆笑传,http://159.75.85.63:35455/huya/11352891#http://mmitv.top/pltv/huya.php?id=11352891#https://epg.112114.xyz/huya/11352891#http://cfss.cc/cdn/hy/11352891.flv
虎牙-十大奇冤,http://159.75.85.63:35455/huya/11352899#http://mmitv.top/pltv/huya.php?id=11352899#https://epg.112114.xyz/huya/11352899#http://cfss.cc/cdn/hy/11352899.flv
虎牙-大秦帝国,http://159.75.85.63:35455/huya/11352881#http://mmitv.top/pltv/huya.php?id=11352881#https://epg.112114.xyz/huya/11352881#http://cfss.cc/cdn/hy/11352881.flv
