潮州频道,#genre#
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://113.109.251.4:9999/udp/239.77.0.173:5146
广东新闻,http://113.15.186.162:8181/tsfile/live/1007_1.m3u8
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
广东新闻,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
广东新闻,http://219.159.194.172:8181/tsfile/live/1007_1.m3u8
广东新闻,http://222.218.158.104:8181/tsfile/live/1007_1.m3u8
广东新闻,http://222.218.158.76:8181/tsfile/live/1007_1.m3u8
广东珠江,http://113.100.72.190:8899/udp/239.77.0.1:5146
广东珠江,http://113.109.251.4:9999/udp/239.77.0.1:5146
广东珠江,http://113.15.186.162:8181/tsfile/live/1000_1.m3u8
广东珠江,http://120.238.84.44:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8
广东珠江,http://219.159.194.172:8181/tsfile/live/1000_1.m3u8
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,P2p://135.148.104.228:19806/a3304b009b804892afa7ffa3c8422961.ts
广州竞赛,http://113.100.72.190:8899/udp/239.253.43.75:5146
广州竞赛,http://113.102.83.24:4022/udp/239.253.43.75:5146
广州竞赛,http://113.109.251.4:9999/udp/239.253.43.75:5146
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=057c43946c61f665a7cbbfef9f228555&txTime=1913a1cfc6d
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州新闻,http://113.100.72.190:8899/udp/239.253.43.72:5146
广州新闻,http://113.102.83.24:4022/udp/239.253.43.72:5146
广州新闻,http://113.109.251.4:9999/udp/239.253.43.72:5146
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
广州新闻,mitv://135.148.104.228:19806/66ba458b0000a31017e346351d7f32f9
广州新闻,mitv://generationnexxxt.com:19806/61e6fce7eed54ba3957ed11ee31a1d3b
广州新闻,p2p://135.148.104.228:19806/61e6fce7eed54ba3957ed11ee31a1d3b.ts
广州影视,http://113.100.72.190:8899/udp/239.253.43.73:5146
广州影视,http://113.102.83.24:4022/udp/239.253.43.73:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视,http://php.jdshipin.com:8880/PLTV/iptv.php?id=gzys
广州影视,http://r.jdshipin.com/sFw4S
广州影视,http://r.jdshipin.com/TcKr2
广州综合,http://113.100.72.190:8899/udp/239.253.43.71:5146
广州综合,http://113.102.83.24:4022/udp/239.253.43.71:5146
广州综合,http://113.109.251.4:9999/udp/239.253.43.71:5146
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州综合,http://r.jdshipin.com/iR6Gq
广州综合,mitv://135.148.104.228:19806/66ba49090004a03717f0eb5f1c1b5281
广州综合,mitv://generationnexxxt.com:19806/07806c412a664a2e9da0c3b8d49f453b
广州综合,p2p://135.148.104.228:19806/07806c412a664a2e9da0c3b8d49f453b.ts
河源公共,http://113.100.72.190:8899/udp/239.253.43.214:5146
河源公共,http://113.102.83.24:4022/udp/239.253.43.214:5146
河源公共,http://113.109.251.4:9999/udp/239.253.43.214:5146
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
河源综合,http://113.100.72.190:8899/udp/239.253.43.213:5146
河源综合,http://113.102.83.24:4022/udp/239.253.43.213:5146
河源综合,http://113.109.251.4:9999/udp/239.253.43.213:5146
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源综艺,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
江门综合,http://113.100.72.190:8899/udp/239.77.0.201:5146
江门综合,http://113.102.83.24:4022/udp/239.77.0.201:5146
江门综合,http://113.109.251.4:9999/udp/239.77.0.201:5146
茂名公共,http://113.100.72.190:8899/udp/239.77.0.207:5146
茂名公共,http://113.102.83.24:4022/udp/239.77.0.207:5146
茂名公共,http://113.109.251.4:9999/udp/239.77.0.207:5146
茂名综合,http://113.100.72.190:8899/udp/239.77.0.206:5146
茂名综合,http://113.102.83.24:4022/udp/239.77.0.206:5146
茂名综合,http://113.109.251.4:9999/udp/239.77.0.206:5146
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
清新综合,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
汕头经济,http://113.100.72.190:8899/udp/239.77.1.131:5146
汕头经济,http://113.102.83.24:4022/udp/239.77.1.131:5146
汕头经济,http://113.109.251.4:9999/udp/239.77.1.131:5146
汕头文旅,http://113.100.72.190:8899/udp/239.77.1.132:5146
汕头文旅,http://113.102.83.24:4022/udp/239.77.1.132:5146
汕头文旅,http://113.109.251.4:9999/udp/239.77.1.132:5146
汕头综合,http://113.100.72.190:8899/udp/239.77.1.130:5146
汕头综合,http://113.102.83.24:4022/udp/239.77.1.130:5146
汕头综合,http://113.109.251.4:9999/udp/239.77.1.130:5146
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
深圳东部,http://113.100.72.190:8899/udp/239.77.1.224:5146
深圳东部,http://113.102.83.24:4022/udp/239.77.1.224:5146
深圳东部,http://113.109.251.4:9999/udp/239.77.1.224:5146
深圳少儿,http://113.102.83.24:4022/udp/239.77.1.244:5146
深圳少儿,http://113.109.251.4:9999/udp/239.77.1.244:5146
深圳移动电视,http://113.100.72.190:8899/udp/239.77.1.175:5146
深圳移动电视,http://113.102.83.24:4022/udp/239.77.1.175:5146
深圳移动电视,http://113.109.251.4:9999/udp/239.77.1.175:5146
云浮综合,http://113.100.72.190:8899/udp/239.77.0.253:5146
云浮综合,http://113.102.83.24:4022/udp/239.77.0.253:5146
云浮综合,http://113.109.251.4:9999/udp/239.77.0.253:5146
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
央视频道️,#genre#
CCTV1,http://101.43.66.162/migunew.php?id=cctv1
CCTV1,http://106.120.14.74:2333/udp/225.1.8.1:8008
CCTV1,http://106.120.14.74:2333/udp/225.1.8.101:8080
CCTV1,http://110.177.146.152:888/udp/239.1.1.7:8007
CCTV1,http://110.53.218.182:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.109.251.4:9999/udp/239.77.1.17:5146
CCTV1,http://113.15.186.162:8181/tsfile/live/faacts/0001_1.m3u8
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://114.243.103.165:8822/rtp/239.3.1.129:8008
CCTV1,http://114.243.104.64:8822/rtp/239.3.1.129:8008
CCTV1,http://115.234.227.164:8808/udp/233.50.200.99:5140
CCTV1,http://116.117.105.198:8096/tsfile/live/0001_1.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://117.32.85.85:8025/rtp/239.112.205.59:5140
CCTV1,http://118.251.60.185:8888/udp/239.76.253.151:9000
CCTV1,http://120.55.49.231:8617/rtp/233.50.201.222:5140
CCTV1,http://120.55.49.231:8617/rtp/233.50.201.99:5140
CCTV1,http://121.24.98.154:8090/hls/9/index.m3u8
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.145.66.45:8004/udp/225.0.4.74:7980
CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV1,http://123.56.129.203:2604/rtp/225.1.8.1:8008
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8
CCTV1,http://125.121.239.195:4022/rtp/233.50.201.118:5140
CCTV1,http://139.196.228.200:5678/mghd1080.php?id=cctv1
CCTV1,http://1732e975z9.zicp.fun:8082/hls/1/index.m3u8
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://210.22.75.86:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv1
CCTV1,http://219.159.194.172:8181/tsfile/live/0001_1.m3u8
CCTV1,http://222.218.158.104:8181/tsfile/live/0001_1.m3u8
CCTV1,http://222.218.158.76:8181/tsfile/live/0001_1.m3u8
CCTV1,http://222.67.66.128:5555/udp/239.45.3.145:5140
CCTV1,http://27.11.251.221:8002/udp/225.0.4.74:7980
CCTV1,http://27.11.251.221:8004/udp/225.0.4.74:7980
CCTV1,http://27.11.251.221:8006/udp/225.0.4.74:7980
CCTV1,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://39.98.201.151:9090/udp/225.1.8.1:8008
CCTV1,http://39.98.201.151:9090/udp/225.1.8.101:8080
CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://60.164.128.167:8029/rtp/239.255.30.101:8231
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://dd.ddzb.fun/php/migu.php?id=cctv1
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878
CCTV1,http://ha.xushining.com:50000/udp/225.1.1.120:5002
CCTV1,http://kxrj.site:998/123/mg.php?id=cctv1
CCTV1,http://vod.hnqczh.cn:808/hls/9/index.m3u8
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.0.102:4056
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.1.2:4056
CCTV1,http://www.erbao1981.top:8188/udp/239.76.253.151:9000
CCTV1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV1,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv
CCTV2,http://101.43.66.162/migunew.php?id=cctv2
CCTV2,http://106.120.14.74:2333/udp/225.1.8.102:8004
CCTV2,http://106.120.14.74:2333/udp/225.1.8.2:8084
CCTV2,http://110.177.146.152:888/udp/239.1.1.8:8008
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://113.109.251.4:9999/udp/239.77.1.158:5146
CCTV2,http://113.15.186.162:8181/tsfile/live/faacts/0002_1.m3u8
CCTV2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://114.243.103.165:8822/rtp/239.3.1.60:8084
CCTV2,http://114.243.104.64:8822/rtp/239.3.1.60:8084
CCTV2,http://115.234.227.164:8808/udp/233.50.200.25:5140
CCTV2,http://116.117.105.198:8096/tsfile/live/0002_1.m3u8
CCTV2,http://116.117.106.144:8096/tsfile/live/0002_1.m3u8
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://117.32.85.85:8025/rtp/239.112.205.78:5140
CCTV2,http://118.251.60.185:8888/udp/239.76.253.152:9000
CCTV2,http://119.163.199.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://121.24.98.154:8090/hls/10/index.m3u8
CCTV2,http://121.24.98.232:8090/hls/10/index.m3u8
CCTV2,http://122.139.47.206:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://123.122.162.7:19999/rtp/239.3.1.2:8004
CCTV2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.145.66.45:8004/udp/225.0.4.132:7980
CCTV2,http://123.166.61.70:8003/hls/12/index.m3u8
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8
CCTV2,http://123.56.129.203:2604/rtp/225.1.8.2:8084
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://125.121.239.195:4022/rtp/233.50.201.119:5140
CCTV2,http://139.196.151.191:2051/rtp/239.45.1.109:5140
CCTV2,http://139.196.228.200:5678/mghd1080.php?id=cctv2
CCTV2,http://1732e975z9.zicp.fun:8082/hls/2/index.m3u8
CCTV2,http://183.66.15.146:60901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8
CCTV2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8
CCTV2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv2
CCTV2,http://219.159.194.172:8181/tsfile/live/0002_1.m3u8
CCTV2,http://220.249.114.102:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.196.136.66:1/udp/225.1.1.133:5002
CCTV2,http://222.218.158.104:8181/tsfile/live/0002_1.m3u8
CCTV2,http://222.218.158.76:8181/tsfile/live/0002_1.m3u8
CCTV2,http://222.67.66.128:5555/udp/239.45.1.109:5140
CCTV2,http://27.11.251.221:8002/udp/225.0.4.132:7980
CCTV2,http://27.11.251.221:8005/udp/225.0.4.132:7980
CCTV2,http://27.11.251.221:8006/udp/225.0.4.132:7980
CCTV2,http://27.11.251.221:8008/udp/225.0.4.132:7980
CCTV2,http://27.11.251.221:8010/udp/225.0.4.132:7980
CCTV2,http://27.11.251.76:8001/udp/225.0.4.132:7980
CCTV2,http://36.35.16.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://39.98.201.151:9090/udp/225.1.8.102:8004
CCTV2,http://39.98.201.151:9090/udp/225.1.8.2:8084
CCTV2,http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://60.164.128.167:8029/rtp/239.255.30.179:8231
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://dd.ddzb.fun/php/migu.php?id=cctv2
CCTV2,http://dms.yryyj.site:8188/udp/239.76.246.152:1234
CCTV2,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.174:9032
CCTV2,http://fangke.blueswords.com:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://ha.xushining.com:50000/udp/225.1.1.133:5002
CCTV2,http://kxrj.site:998/123/mg.php?id=cctv2
CCTV2,http://vod.hnqczh.cn:808/hls/10/index.m3u8
CCTV2,http://wouu.net:9977/udp/239.93.1.23:6000
CCTV2,http://www.dsmcloud.top:8888/udp/239.81.0.115:4056
CCTV2,http://www.dsmcloud.top:8888/udp/239.81.1.3:4056
CCTV2,http://www.erbao1981.top:8188/udp/239.76.253.152:9000
CCTV2,http://www.furymax.top:85/rtp/239.69.1.102:10250
CCTV2,http://www.zzlag.top:9087/tsfile/live/1011_1.m3u8?key=txiptv
CCTV3,http://101.43.66.162/migunew.php?id=cctv3
CCTV3,http://106.120.14.74:2333/udp/225.1.8.88:8000
CCTV3,http://106.120.14.74:2333/udp/225.1.8.92:8000
CCTV3,http://110.177.146.152:888/udp/239.1.1.9:8009
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.15.186.162:8181/tsfile/live/faacts/0003_1.m3u8
CCTV3,http://113.57.20.158:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://114.243.103.165:8822/rtp/239.3.1.172:8001
CCTV3,http://114.243.104.64:8822/rtp/239.3.1.172:8001
CCTV3,http://115.234.227.164:8808/udp/233.50.200.107:5140
CCTV3,http://117.32.85.85:8025/rtp/239.112.205.221:5140
CCTV3,http://117.72.68.25:9930/migu.php?id=cctv3
CCTV3,http://118.251.60.185:8888/udp/239.76.253.153:9000
CCTV3,http://121.24.98.154:8090/hls/11/index.m3u8
CCTV3,http://121.24.98.232:8090/hls/11/index.m3u8
CCTV3,http://123.122.162.7:19999/rtp/239.3.1.107:8001
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.145.66.45:8004/udp/225.0.4.142:7980
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8
CCTV3,http://123.7.110.43:9901/tsfile/live/0003_1.m3u8
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://125.121.239.195:4022/rtp/233.50.201.196:5140
CCTV3,http://139.196.228.200:5678/mghd1080.php?id=cctv3
CCTV3,http://183.66.15.146:60901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://202.100.46.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://210.22.75.86:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv3
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.159.194.172:8181/tsfile/live/0003_1.m3u8
CCTV3,http://220.249.114.102:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.196.136.66:1/udp/225.1.1.158:5002
CCTV3,http://222.218.158.104:8181/tsfile/live/0003_1.m3u8
CCTV3,http://222.218.158.76:8181/tsfile/live/0003_1.m3u8
CCTV3,http://222.67.66.128:5555/udp/239.45.1.68:5140
CCTV3,http://27.11.251.221:8002/udp/225.0.4.142:7980
CCTV3,http://27.11.251.221:8004/udp/225.0.4.142:7980
CCTV3,http://27.11.251.221:8010/udp/225.0.4.142:7980
CCTV3,http://27.11.251.76:8007/udp/225.0.4.142:7980
CCTV3,http://39.98.201.151:9090/udp/225.1.8.88:8000
CCTV3,http://39.98.201.151:9090/udp/225.1.8.92:8000
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV3,http://58.48.37.158:1111/tsfile/live/0003_1.m3u8
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://60.164.128.167:8029/rtp/239.255.29.12:8231
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234
CCTV3,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.34:9722
CCTV3,http://ha.xushining.com:50000/udp/225.1.1.158:5002
CCTV3,http://kxrj.site:998/123/mg.php?id=cctv3
CCTV3,http://vod.hnqczh.cn:808/hls/11/index.m3u8
CCTV3,http://wouu.net:9977/udp/239.93.1.11:2223
CCTV3,http://www.erbao1981.top:8188/udp/239.76.253.153:9000
CCTV3,http://www.furymax.top:85/rtp/239.69.1.122:10370
CCTV3,mitv://135.148.104.228:19806/66c9a8eb00037d4353ff75f11760264e
CCTV3,mitv://generationnexxxt.com:19806/18cccb23f2d64b53a4557a73d47d44d9
CCTV4,http://101.43.66.162/migunew.php?id=cctv4
CCTV4,http://101.43.66.162/migunew.php?id=cctv4a
CCTV4,http://101.43.66.162/migunew.php?id=cctv4o
CCTV4,http://106.120.14.74:2333/udp/225.1.8.104:8216
CCTV4,http://106.120.14.74:2333/udp/225.1.8.4:8092
CCTV4,http://110.177.146.152:888/udp/239.1.1.10:8010
CCTV4,http://112.123.206.32:808/hls/4/index.m3u8
CCTV4,http://112.234.23.81:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://113.109.251.4:9999/udp/239.77.1.163:5146
CCTV4,http://113.15.186.162:8181/tsfile/live/faacts/0004_1.m3u8
CCTV4,http://114.243.103.165:8822/rtp/239.3.1.105:8092
CCTV4,http://114.243.103.165:8822/rtp/239.3.1.213:4220
CCTV4,http://114.243.103.165:8822/rtp/239.3.1.214:4220
CCTV4,http://114.243.104.64:8822/rtp/239.3.1.105:8092
CCTV4,http://115.234.227.164:8808/udp/233.50.200.101:5140
CCTV4,http://116.117.105.198:8096/tsfile/live/0004_1.m3u8
CCTV4,http://116.117.106.144:8096/tsfile/live/0004_1.m3u8
CCTV4,http://116.227.10.196:2048/udp/239.45.0.2:5140
CCTV4,http://117.32.85.85:8025/rtp/239.112.205.202:5140
CCTV4,http://118.122.189.74:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://118.251.60.185:8888/udp/239.76.253.154:9000
CCTV4,http://118.251.60.185:8888/udp/239.76.253.95:9000
CCTV4,http://118.251.60.185:8888/udp/239.76.253.96:9000
CCTV4,http://121.24.98.154:8090/hls/12/index.m3u8
CCTV4,http://123.122.162.7:19999/rtp/239.3.1.214:4220
CCTV4,http://123.122.162.7:19999/rtp/239.3.1.4:8216
CCTV4,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.145.66.45:8004/udp/225.0.4.176:7980
CCTV4,http://123.182.60.29:9002/hls/4/index.m3u8
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://125.121.239.195:4022/rtp/233.50.201.4:5140
CCTV4,http://125.121.239.195:4022/rtp/233.50.201.63:5140
CCTV4,http://139.196.228.200:5678/mghd1080.php?id=cctv4
CCTV4,http://183.66.15.146:60901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://202.100.46.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4
CCTV4,http://219.159.194.172:8181/tsfile/live/0004_1.m3u8
CCTV4,http://219.159.194.54:8181/tsfile/live/0004_1.m3u8
CCTV4,http://220.164.192.48:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://220.249.114.102:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.218.158.104:8181/tsfile/live/0004_1.m3u8
CCTV4,http://222.218.158.76:8181/tsfile/live/0004_1.m3u8
